image_path,filename,wnid,label
tiny-imagenet-200/val/images/val_2925.JPEG,val_2925.JPEG,n02094433,Yorkshire terrier
tiny-imagenet-200/val/images/val_2927.JPEG,val_2927.JPEG,n02917067,"bullet train, bullet"
tiny-imagenet-200/val/images/val_2938.JPEG,val_2938.JPEG,n04487081,"trolleybus, trolley coach, trackless trolley"
tiny-imagenet-200/val/images/val_2939.JPEG,val_2939.JPEG,n04074963,"remote control, remote"
tiny-imagenet-200/val/images/val_2973.JPEG,val_2973.JPEG,n04179913,sewing machine
tiny-imagenet-200/val/images/val_2977.JPEG,val_2977.JPEG,n01983481,"American lobster, Northern lobster, Maine lobster, Homarus americanus"
tiny-imagenet-200/val/images/val_2979.JPEG,val_2979.JPEG,n04532670,viaduct
tiny-imagenet-200/val/images/val_3006.JPEG,val_3006.JPEG,n07871810,"meat loaf, meatloaf"
tiny-imagenet-200/val/images/val_3020.JPEG,val_3020.JPEG,n02730930,apron
tiny-imagenet-200/val/images/val_3033.JPEG,val_3033.JPEG,n02917067,"bullet train, bullet"
tiny-imagenet-200/val/images/val_3044.JPEG,val_3044.JPEG,n02906734,broom
tiny-imagenet-200/val/images/val_3073.JPEG,val_3073.JPEG,n03250847,drumstick
tiny-imagenet-200/val/images/val_3090.JPEG,val_3090.JPEG,n02814533,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon"
tiny-imagenet-200/val/images/val_3111.JPEG,val_3111.JPEG,n02481823,"chimpanzee, chimp, Pan troglodytes"
tiny-imagenet-200/val/images/val_3114.JPEG,val_3114.JPEG,n02094433,Yorkshire terrier
tiny-imagenet-200/val/images/val_3116.JPEG,val_3116.JPEG,n02281406,"sulphur butterfly, sulfur butterfly"
tiny-imagenet-200/val/images/val_3119.JPEG,val_3119.JPEG,n01644900,"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui"
tiny-imagenet-200/val/images/val_3122.JPEG,val_3122.JPEG,n04099969,"rocking chair, rocker"
tiny-imagenet-200/val/images/val_3130.JPEG,val_3130.JPEG,n03160309,"dam, dike, dyke"
tiny-imagenet-200/val/images/val_3138.JPEG,val_3138.JPEG,n04099969,"rocking chair, rocker"
tiny-imagenet-200/val/images/val_3139.JPEG,val_3139.JPEG,n02236044,"mantis, mantid"
tiny-imagenet-200/val/images/val_3143.JPEG,val_3143.JPEG,n01784675,centipede
tiny-imagenet-200/val/images/val_3150.JPEG,val_3150.JPEG,n02837789,"bikini, two-piece"
tiny-imagenet-200/val/images/val_3155.JPEG,val_3155.JPEG,n02843684,birdhouse
tiny-imagenet-200/val/images/val_3164.JPEG,val_3164.JPEG,n02481823,"chimpanzee, chimp, Pan troglodytes"
tiny-imagenet-200/val/images/val_3180.JPEG,val_3180.JPEG,n07583066,guacamole
tiny-imagenet-200/val/images/val_3185.JPEG,val_3185.JPEG,n02056570,"king penguin, Aptenodytes patagonica"
tiny-imagenet-200/val/images/val_3228.JPEG,val_3228.JPEG,n04398044,teapot
tiny-imagenet-200/val/images/val_3241.JPEG,val_3241.JPEG,n04265275,space heater
tiny-imagenet-200/val/images/val_3249.JPEG,val_3249.JPEG,n04275548,"spider web, spider's web"
tiny-imagenet-200/val/images/val_3257.JPEG,val_3257.JPEG,n03930313,"picket fence, paling"
tiny-imagenet-200/val/images/val_3258.JPEG,val_3258.JPEG,n07920052,espresso
tiny-imagenet-200/val/images/val_3262.JPEG,val_3262.JPEG,n02231487,"walking stick, walkingstick, stick insect"
tiny-imagenet-200/val/images/val_3266.JPEG,val_3266.JPEG,n02074367,"dugong, Dugong dugon"
tiny-imagenet-200/val/images/val_3269.JPEG,val_3269.JPEG,n02099601,golden retriever
tiny-imagenet-200/val/images/val_3295.JPEG,val_3295.JPEG,n02814860,"beacon, lighthouse, beacon light, pharos"
tiny-imagenet-200/val/images/val_3335.JPEG,val_3335.JPEG,n04398044,teapot
tiny-imagenet-200/val/images/val_3346.JPEG,val_3346.JPEG,n03854065,"organ, pipe organ"
tiny-imagenet-200/val/images/val_3388.JPEG,val_3388.JPEG,n04070727,"refrigerator, icebox"
tiny-imagenet-200/val/images/val_3404.JPEG,val_3404.JPEG,n03891332,parking meter
tiny-imagenet-200/val/images/val_3432.JPEG,val_3432.JPEG,n03977966,"police van, police wagon, paddy wagon, patrol wagon, wagon, black Maria"
tiny-imagenet-200/val/images/val_3441.JPEG,val_3441.JPEG,n04133789,sandal
tiny-imagenet-200/val/images/val_3443.JPEG,val_3443.JPEG,n02788148,"bannister, banister, balustrade, balusters, handrail"
tiny-imagenet-200/val/images/val_3450.JPEG,val_3450.JPEG,n03662601,lifeboat
tiny-imagenet-200/val/images/val_3456.JPEG,val_3456.JPEG,n03796401,moving van
tiny-imagenet-200/val/images/val_3457.JPEG,val_3457.JPEG,n02058221,"albatross, mollymawk"
tiny-imagenet-200/val/images/val_3467.JPEG,val_3467.JPEG,n02814860,"beacon, lighthouse, beacon light, pharos"
tiny-imagenet-200/val/images/val_3470.JPEG,val_3470.JPEG,n02823428,beer bottle
tiny-imagenet-200/val/images/val_3475.JPEG,val_3475.JPEG,n03670208,"limousine, limo"
tiny-imagenet-200/val/images/val_3483.JPEG,val_3483.JPEG,n02415577,"bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis"
tiny-imagenet-200/val/images/val_3492.JPEG,val_3492.JPEG,n04149813,scoreboard
tiny-imagenet-200/val/images/val_3501.JPEG,val_3501.JPEG,n02231487,"walking stick, walkingstick, stick insect"
tiny-imagenet-200/val/images/val_3502.JPEG,val_3502.JPEG,n03854065,"organ, pipe organ"
tiny-imagenet-200/val/images/val_3505.JPEG,val_3505.JPEG,n03814639,neck brace
tiny-imagenet-200/val/images/val_3510.JPEG,val_3510.JPEG,n07614500,"ice cream, icecream"
tiny-imagenet-200/val/images/val_3527.JPEG,val_3527.JPEG,n02788148,"bannister, banister, balustrade, balusters, handrail"
tiny-imagenet-200/val/images/val_3545.JPEG,val_3545.JPEG,n01443537,"goldfish, Carassius auratus"
tiny-imagenet-200/val/images/val_3566.JPEG,val_3566.JPEG,n03977966,"police van, police wagon, paddy wagon, patrol wagon, wagon, black Maria"
tiny-imagenet-200/val/images/val_3571.JPEG,val_3571.JPEG,n04540053,volleyball
tiny-imagenet-200/val/images/val_3582.JPEG,val_3582.JPEG,n02113799,standard poodle
tiny-imagenet-200/val/images/val_3585.JPEG,val_3585.JPEG,n07579787,plate
tiny-imagenet-200/val/images/val_3593.JPEG,val_3593.JPEG,n02917067,"bullet train, bullet"
tiny-imagenet-200/val/images/val_3595.JPEG,val_3595.JPEG,n01983481,"American lobster, Northern lobster, Maine lobster, Homarus americanus"
tiny-imagenet-200/val/images/val_3598.JPEG,val_3598.JPEG,n12267677,acorn
tiny-imagenet-200/val/images/val_3608.JPEG,val_3608.JPEG,n02909870,"bucket, pail"
tiny-imagenet-200/val/images/val_3611.JPEG,val_3611.JPEG,n04596742,wok
tiny-imagenet-200/val/images/val_3613.JPEG,val_3613.JPEG,n04133789,sandal
tiny-imagenet-200/val/images/val_3630.JPEG,val_3630.JPEG,n03733131,maypole
tiny-imagenet-200/val/images/val_3644.JPEG,val_3644.JPEG,n07715103,cauliflower
tiny-imagenet-200/val/images/val_3652.JPEG,val_3652.JPEG,n07695742,pretzel
tiny-imagenet-200/val/images/val_3657.JPEG,val_3657.JPEG,n03804744,nail
tiny-imagenet-200/val/images/val_3673.JPEG,val_3673.JPEG,n02279972,"monarch, monarch butterfly, milkweed butterfly, Danaus plexippus"
tiny-imagenet-200/val/images/val_3680.JPEG,val_3680.JPEG,n02666196,abacus
tiny-imagenet-200/val/images/val_3681.JPEG,val_3681.JPEG,n04417672,"thatch, thatched roof"
tiny-imagenet-200/val/images/val_3683.JPEG,val_3683.JPEG,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack"
tiny-imagenet-200/val/images/val_3697.JPEG,val_3697.JPEG,n02226429,"grasshopper, hopper"
tiny-imagenet-200/val/images/val_3727.JPEG,val_3727.JPEG,n02823428,beer bottle
tiny-imagenet-200/val/images/val_3728.JPEG,val_3728.JPEG,n02106662,"German shepherd, German shepherd dog, German police dog, alsatian"
tiny-imagenet-200/val/images/val_3733.JPEG,val_3733.JPEG,n01629819,"European fire salamander, Salamandra salamandra"
tiny-imagenet-200/val/images/val_3750.JPEG,val_3750.JPEG,n02481823,"chimpanzee, chimp, Pan troglodytes"
tiny-imagenet-200/val/images/val_3752.JPEG,val_3752.JPEG,n03544143,hourglass
tiny-imagenet-200/val/images/val_3770.JPEG,val_3770.JPEG,n01944390,snail
tiny-imagenet-200/val/images/val_3777.JPEG,val_3777.JPEG,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus"
tiny-imagenet-200/val/images/val_3788.JPEG,val_3788.JPEG,n09256479,coral reef
tiny-imagenet-200/val/images/val_3792.JPEG,val_3792.JPEG,n01768244,trilobite
tiny-imagenet-200/val/images/val_3811.JPEG,val_3811.JPEG,n03937543,pill bottle
tiny-imagenet-200/val/images/val_3814.JPEG,val_3814.JPEG,n02190166,fly
tiny-imagenet-200/val/images/val_3824.JPEG,val_3824.JPEG,n04259630,sombrero
tiny-imagenet-200/val/images/val_3826.JPEG,val_3826.JPEG,n03599486,"jinrikisha, ricksha, rickshaw"
tiny-imagenet-200/val/images/val_3841.JPEG,val_3841.JPEG,n02963159,cardigan
tiny-imagenet-200/val/images/val_3846.JPEG,val_3846.JPEG,n02132136,"brown bear, bruin, Ursus arctos"
tiny-imagenet-200/val/images/val_3848.JPEG,val_3848.JPEG,n03599486,"jinrikisha, ricksha, rickshaw"
tiny-imagenet-200/val/images/val_3853.JPEG,val_3853.JPEG,n04133789,sandal
tiny-imagenet-200/val/images/val_3872.JPEG,val_3872.JPEG,n01945685,slug
tiny-imagenet-200/val/images/val_3878.JPEG,val_3878.JPEG,n03649909,"lawn mower, mower"
tiny-imagenet-200/val/images/val_3899.JPEG,val_3899.JPEG,n07734744,mushroom
tiny-imagenet-200/val/images/val_3908.JPEG,val_3908.JPEG,n03160309,"dam, dike, dyke"
tiny-imagenet-200/val/images/val_3910.JPEG,val_3910.JPEG,n03976657,pole
tiny-imagenet-200/val/images/val_3912.JPEG,val_3912.JPEG,n03854065,"organ, pipe organ"
tiny-imagenet-200/val/images/val_3919.JPEG,val_3919.JPEG,n02129165,"lion, king of beasts, Panthera leo"
tiny-imagenet-200/val/images/val_3920.JPEG,val_3920.JPEG,n02977058,"cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM"
tiny-imagenet-200/val/images/val_3923.JPEG,val_3923.JPEG,n04501370,turnstile
tiny-imagenet-200/val/images/val_3929.JPEG,val_3929.JPEG,n07711569,mashed potato
tiny-imagenet-200/val/images/val_3937.JPEG,val_3937.JPEG,n02125311,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor"
tiny-imagenet-200/val/images/val_3946.JPEG,val_3946.JPEG,n04398044,teapot
tiny-imagenet-200/val/images/val_3954.JPEG,val_3954.JPEG,n02281406,"sulphur butterfly, sulfur butterfly"
tiny-imagenet-200/val/images/val_3978.JPEG,val_3978.JPEG,n01641577,"bullfrog, Rana catesbeiana"
tiny-imagenet-200/val/images/val_3981.JPEG,val_3981.JPEG,n02165456,"ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle"
tiny-imagenet-200/val/images/val_3986.JPEG,val_3986.JPEG,n04356056,"sunglasses, dark glasses, shades"
tiny-imagenet-200/val/images/val_3993.JPEG,val_3993.JPEG,n03838899,"oboe, hautboy, hautbois"
tiny-imagenet-200/val/images/val_3995.JPEG,val_3995.JPEG,n02279972,"monarch, monarch butterfly, milkweed butterfly, Danaus plexippus"
tiny-imagenet-200/val/images/val_3997.JPEG,val_3997.JPEG,n01944390,snail
tiny-imagenet-200/val/images/val_4002.JPEG,val_4002.JPEG,n04507155,umbrella
tiny-imagenet-200/val/images/val_4010.JPEG,val_4010.JPEG,n02977058,"cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM"
tiny-imagenet-200/val/images/val_4011.JPEG,val_4011.JPEG,n03770439,"miniskirt, mini"
tiny-imagenet-200/val/images/val_4012.JPEG,val_4012.JPEG,n02795169,"barrel, cask"
tiny-imagenet-200/val/images/val_4022.JPEG,val_4022.JPEG,n03977966,"police van, police wagon, paddy wagon, patrol wagon, wagon, black Maria"
tiny-imagenet-200/val/images/val_4033.JPEG,val_4033.JPEG,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish"
tiny-imagenet-200/val/images/val_4040.JPEG,val_4040.JPEG,n02699494,altar
tiny-imagenet-200/val/images/val_4050.JPEG,val_4050.JPEG,n02791270,barbershop
tiny-imagenet-200/val/images/val_4051.JPEG,val_4051.JPEG,n04251144,snorkel
tiny-imagenet-200/val/images/val_4061.JPEG,val_4061.JPEG,n02129165,"lion, king of beasts, Panthera leo"
tiny-imagenet-200/val/images/val_4065.JPEG,val_4065.JPEG,n09193705,alp
tiny-imagenet-200/val/images/val_4066.JPEG,val_4066.JPEG,n03706229,magnetic compass
tiny-imagenet-200/val/images/val_4073.JPEG,val_4073.JPEG,n01774384,"black widow, Latrodectus mactans"
tiny-imagenet-200/val/images/val_4082.JPEG,val_4082.JPEG,n04023962,"punching bag, punch bag, punching ball, punchball"
tiny-imagenet-200/val/images/val_4088.JPEG,val_4088.JPEG,n02666196,abacus
tiny-imagenet-200/val/images/val_4092.JPEG,val_4092.JPEG,n03424325,"gasmask, respirator, gas helmet"
tiny-imagenet-200/val/images/val_4102.JPEG,val_4102.JPEG,n03404251,fur coat
tiny-imagenet-200/val/images/val_4114.JPEG,val_4114.JPEG,n03126707,crane
tiny-imagenet-200/val/images/val_4118.JPEG,val_4118.JPEG,n07753592,banana
tiny-imagenet-200/val/images/val_4119.JPEG,val_4119.JPEG,n02699494,altar
tiny-imagenet-200/val/images/val_4133.JPEG,val_4133.JPEG,n02699494,altar
tiny-imagenet-200/val/images/val_4135.JPEG,val_4135.JPEG,n01944390,snail
tiny-imagenet-200/val/images/val_4136.JPEG,val_4136.JPEG,n03617480,kimono
tiny-imagenet-200/val/images/val_4173.JPEG,val_4173.JPEG,n02403003,ox
tiny-imagenet-200/val/images/val_4198.JPEG,val_4198.JPEG,n03706229,magnetic compass
tiny-imagenet-200/val/images/val_4232.JPEG,val_4232.JPEG,n02815834,beaker
tiny-imagenet-200/val/images/val_4246.JPEG,val_4246.JPEG,n04465501,tractor
tiny-imagenet-200/val/images/val_4262.JPEG,val_4262.JPEG,n02106662,"German shepherd, German shepherd dog, German police dog, alsatian"
tiny-imagenet-200/val/images/val_4272.JPEG,val_4272.JPEG,n04366367,suspension bridge
tiny-imagenet-200/val/images/val_4279.JPEG,val_4279.JPEG,n02795169,"barrel, cask"
tiny-imagenet-200/val/images/val_4291.JPEG,val_4291.JPEG,n02504458,"African elephant, Loxodonta africana"
tiny-imagenet-200/val/images/val_4304.JPEG,val_4304.JPEG,n03544143,hourglass
tiny-imagenet-200/val/images/val_4315.JPEG,val_4315.JPEG,n03814639,neck brace
tiny-imagenet-200/val/images/val_4325.JPEG,val_4325.JPEG,n07715103,cauliflower
tiny-imagenet-200/val/images/val_4333.JPEG,val_4333.JPEG,n02950826,cannon
tiny-imagenet-200/val/images/val_4334.JPEG,val_4334.JPEG,n02423022,gazelle
tiny-imagenet-200/val/images/val_4335.JPEG,val_4335.JPEG,n02123394,Persian cat
tiny-imagenet-200/val/images/val_4339.JPEG,val_4339.JPEG,n02802426,basketball
tiny-imagenet-200/val/images/val_4342.JPEG,val_4342.JPEG,n02125311,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor"
tiny-imagenet-200/val/images/val_4345.JPEG,val_4345.JPEG,n04562935,water tower
tiny-imagenet-200/val/images/val_4349.JPEG,val_4349.JPEG,n02268443,"dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito hawk, skeeter hawk"
tiny-imagenet-200/val/images/val_4351.JPEG,val_4351.JPEG,n01945685,slug
tiny-imagenet-200/val/images/val_4352.JPEG,val_4352.JPEG,n02099601,golden retriever
tiny-imagenet-200/val/images/val_4371.JPEG,val_4371.JPEG,n04456115,torch
tiny-imagenet-200/val/images/val_4374.JPEG,val_4374.JPEG,n02999410,chain
tiny-imagenet-200/val/images/val_4375.JPEG,val_4375.JPEG,n04251144,snorkel
tiny-imagenet-200/val/images/val_4377.JPEG,val_4377.JPEG,n04023962,"punching bag, punch bag, punching ball, punchball"
tiny-imagenet-200/val/images/val_4386.JPEG,val_4386.JPEG,n03937543,pill bottle
tiny-imagenet-200/val/images/val_4397.JPEG,val_4397.JPEG,n02699494,altar
tiny-imagenet-200/val/images/val_4415.JPEG,val_4415.JPEG,n04133789,sandal
tiny-imagenet-200/val/images/val_4422.JPEG,val_4422.JPEG,n03599486,"jinrikisha, ricksha, rickshaw"
tiny-imagenet-200/val/images/val_4425.JPEG,val_4425.JPEG,n02963159,cardigan
tiny-imagenet-200/val/images/val_4438.JPEG,val_4438.JPEG,n02321529,"sea cucumber, holothurian"
tiny-imagenet-200/val/images/val_4451.JPEG,val_4451.JPEG,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack"
tiny-imagenet-200/val/images/val_4460.JPEG,val_4460.JPEG,n06596364,comic book
tiny-imagenet-200/val/images/val_4462.JPEG,val_4462.JPEG,n02403003,ox
tiny-imagenet-200/val/images/val_4471.JPEG,val_4471.JPEG,n03160309,"dam, dike, dyke"
tiny-imagenet-200/val/images/val_4479.JPEG,val_4479.JPEG,n02056570,"king penguin, Aptenodytes patagonica"
tiny-imagenet-200/val/images/val_4494.JPEG,val_4494.JPEG,n02281406,"sulphur butterfly, sulfur butterfly"
tiny-imagenet-200/val/images/val_4499.JPEG,val_4499.JPEG,n02814860,"beacon, lighthouse, beacon light, pharos"
tiny-imagenet-200/val/images/val_4506.JPEG,val_4506.JPEG,n02963159,cardigan
tiny-imagenet-200/val/images/val_4526.JPEG,val_4526.JPEG,n03662601,lifeboat
tiny-imagenet-200/val/images/val_4530.JPEG,val_4530.JPEG,n02927161,"butcher shop, meat market"
tiny-imagenet-200/val/images/val_4533.JPEG,val_4533.JPEG,n06596364,comic book
tiny-imagenet-200/val/images/val_4543.JPEG,val_4543.JPEG,n02666196,abacus
tiny-imagenet-200/val/images/val_4552.JPEG,val_4552.JPEG,n04311004,steel arch bridge
tiny-imagenet-200/val/images/val_4554.JPEG,val_4554.JPEG,n03355925,"flagpole, flagstaff"
tiny-imagenet-200/val/images/val_4557.JPEG,val_4557.JPEG,n04486054,triumphal arch
tiny-imagenet-200/val/images/val_4558.JPEG,val_4558.JPEG,n01443537,"goldfish, Carassius auratus"
tiny-imagenet-200/val/images/val_4562.JPEG,val_4562.JPEG,n07614500,"ice cream, icecream"
tiny-imagenet-200/val/images/val_4563.JPEG,val_4563.JPEG,n03255030,dumbbell
tiny-imagenet-200/val/images/val_4564.JPEG,val_4564.JPEG,n03796401,moving van
tiny-imagenet-200/val/images/val_4569.JPEG,val_4569.JPEG,n02791270,barbershop
tiny-imagenet-200/val/images/val_4573.JPEG,val_4573.JPEG,n02963159,cardigan
tiny-imagenet-200/val/images/val_4581.JPEG,val_4581.JPEG,n03796401,moving van
tiny-imagenet-200/val/images/val_4616.JPEG,val_4616.JPEG,n03662601,lifeboat
tiny-imagenet-200/val/images/val_4632.JPEG,val_4632.JPEG,n03424325,"gasmask, respirator, gas helmet"
tiny-imagenet-200/val/images/val_4634.JPEG,val_4634.JPEG,n02233338,"cockroach, roach"
tiny-imagenet-200/val/images/val_4636.JPEG,val_4636.JPEG,n02814533,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon"
tiny-imagenet-200/val/images/val_4649.JPEG,val_4649.JPEG,n04597913,wooden spoon
tiny-imagenet-200/val/images/val_4658.JPEG,val_4658.JPEG,n03706229,magnetic compass
tiny-imagenet-200/val/images/val_4669.JPEG,val_4669.JPEG,n01698640,"American alligator, Alligator mississipiensis"
tiny-imagenet-200/val/images/val_4673.JPEG,val_4673.JPEG,n09428293,"seashore, coast, seacoast, sea-coast"
tiny-imagenet-200/val/images/val_4681.JPEG,val_4681.JPEG,n07695742,pretzel
tiny-imagenet-200/val/images/val_4700.JPEG,val_4700.JPEG,n04501370,turnstile
tiny-imagenet-200/val/images/val_4719.JPEG,val_4719.JPEG,n01698640,"American alligator, Alligator mississipiensis"
tiny-imagenet-200/val/images/val_4720.JPEG,val_4720.JPEG,n03902125,"pay-phone, pay-station"
tiny-imagenet-200/val/images/val_4722.JPEG,val_4722.JPEG,n04146614,school bus
tiny-imagenet-200/val/images/val_4728.JPEG,val_4728.JPEG,n04371430,"swimming trunks, bathing trunks"
tiny-imagenet-200/val/images/val_4741.JPEG,val_4741.JPEG,n04311004,steel arch bridge
tiny-imagenet-200/val/images/val_4771.JPEG,val_4771.JPEG,n07579787,plate
tiny-imagenet-200/val/images/val_4781.JPEG,val_4781.JPEG,n04501370,turnstile
tiny-imagenet-200/val/images/val_4786.JPEG,val_4786.JPEG,n01774750,tarantula
tiny-imagenet-200/val/images/val_4803.JPEG,val_4803.JPEG,n02281406,"sulphur butterfly, sulfur butterfly"
tiny-imagenet-200/val/images/val_4808.JPEG,val_4808.JPEG,n02236044,"mantis, mantid"
tiny-imagenet-200/val/images/val_4820.JPEG,val_4820.JPEG,n02124075,Egyptian cat
tiny-imagenet-200/val/images/val_4844.JPEG,val_4844.JPEG,n07615774,"ice lolly, lolly, lollipop, popsicle"
tiny-imagenet-200/val/images/val_4853.JPEG,val_4853.JPEG,n04597913,wooden spoon
tiny-imagenet-200/val/images/val_4861.JPEG,val_4861.JPEG,n01629819,"European fire salamander, Salamandra salamandra"
tiny-imagenet-200/val/images/val_4871.JPEG,val_4871.JPEG,n01698640,"American alligator, Alligator mississipiensis"
tiny-imagenet-200/val/images/val_4889.JPEG,val_4889.JPEG,n04507155,umbrella
tiny-imagenet-200/val/images/val_4891.JPEG,val_4891.JPEG,n04532106,vestment
tiny-imagenet-200/val/images/val_4892.JPEG,val_4892.JPEG,n02948072,"candle, taper, wax light"
tiny-imagenet-200/val/images/val_4905.JPEG,val_4905.JPEG,n02132136,"brown bear, bruin, Ursus arctos"
tiny-imagenet-200/val/images/val_4915.JPEG,val_4915.JPEG,n03796401,moving van
tiny-imagenet-200/val/images/val_4920.JPEG,val_4920.JPEG,n07875152,potpie
tiny-imagenet-200/val/images/val_4930.JPEG,val_4930.JPEG,n01644900,"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui"
tiny-imagenet-200/val/images/val_4941.JPEG,val_4941.JPEG,n07579787,plate
tiny-imagenet-200/val/images/val_4952.JPEG,val_4952.JPEG,n04596742,wok
tiny-imagenet-200/val/images/val_4956.JPEG,val_4956.JPEG,n01983481,"American lobster, Northern lobster, Maine lobster, Homarus americanus"
tiny-imagenet-200/val/images/val_4978.JPEG,val_4978.JPEG,n02927161,"butcher shop, meat market"
tiny-imagenet-200/val/images/val_4982.JPEG,val_4982.JPEG,n03444034,go-kart
tiny-imagenet-200/val/images/val_5000.JPEG,val_5000.JPEG,n02074367,"dugong, Dugong dugon"
tiny-imagenet-200/val/images/val_5003.JPEG,val_5003.JPEG,n02236044,"mantis, mantid"
tiny-imagenet-200/val/images/val_5016.JPEG,val_5016.JPEG,n01917289,brain coral
tiny-imagenet-200/val/images/val_5023.JPEG,val_5023.JPEG,n03804744,nail
tiny-imagenet-200/val/images/val_5038.JPEG,val_5038.JPEG,n03796401,moving van
tiny-imagenet-200/val/images/val_5039.JPEG,val_5039.JPEG,n07695742,pretzel
tiny-imagenet-200/val/images/val_5050.JPEG,val_5050.JPEG,n02321529,"sea cucumber, holothurian"
tiny-imagenet-200/val/images/val_5067.JPEG,val_5067.JPEG,n07720875,bell pepper
tiny-imagenet-200/val/images/val_5085.JPEG,val_5085.JPEG,n01443537,"goldfish, Carassius auratus"
tiny-imagenet-200/val/images/val_5091.JPEG,val_5091.JPEG,n04366367,suspension bridge
tiny-imagenet-200/val/images/val_5096.JPEG,val_5096.JPEG,n03255030,dumbbell
tiny-imagenet-200/val/images/val_5107.JPEG,val_5107.JPEG,n04399382,"teddy, teddy bear"
tiny-imagenet-200/val/images/val_5111.JPEG,val_5111.JPEG,n03976657,pole
tiny-imagenet-200/val/images/val_5138.JPEG,val_5138.JPEG,n02666196,abacus
tiny-imagenet-200/val/images/val_5139.JPEG,val_5139.JPEG,n01774384,"black widow, Latrodectus mactans"
tiny-imagenet-200/val/images/val_5143.JPEG,val_5143.JPEG,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish"
tiny-imagenet-200/val/images/val_5147.JPEG,val_5147.JPEG,n03970156,"plunger, plumber's helper"
tiny-imagenet-200/val/images/val_5153.JPEG,val_5153.JPEG,n03424325,"gasmask, respirator, gas helmet"
tiny-imagenet-200/val/images/val_5155.JPEG,val_5155.JPEG,n04074963,"remote control, remote"
tiny-imagenet-200/val/images/val_5168.JPEG,val_5168.JPEG,n01855672,goose
tiny-imagenet-200/val/images/val_5169.JPEG,val_5169.JPEG,n02906734,broom
tiny-imagenet-200/val/images/val_5180.JPEG,val_5180.JPEG,n01950731,"sea slug, nudibranch"
tiny-imagenet-200/val/images/val_5183.JPEG,val_5183.JPEG,n01945685,slug
tiny-imagenet-200/val/images/val_5188.JPEG,val_5188.JPEG,n07711569,mashed potato
tiny-imagenet-200/val/images/val_5198.JPEG,val_5198.JPEG,n09332890,"lakeside, lakeshore"
tiny-imagenet-200/val/images/val_5213.JPEG,val_5213.JPEG,n01855672,goose
tiny-imagenet-200/val/images/val_5238.JPEG,val_5238.JPEG,n02808440,"bathtub, bathing tub, bath, tub"
tiny-imagenet-200/val/images/val_5260.JPEG,val_5260.JPEG,n02002724,"black stork, Ciconia nigra"
tiny-imagenet-200/val/images/val_5272.JPEG,val_5272.JPEG,n01855672,goose
tiny-imagenet-200/val/images/val_5279.JPEG,val_5279.JPEG,n02281406,"sulphur butterfly, sulfur butterfly"
tiny-imagenet-200/val/images/val_5280.JPEG,val_5280.JPEG,n02106662,"German shepherd, German shepherd dog, German police dog, alsatian"
tiny-imagenet-200/val/images/val_5296.JPEG,val_5296.JPEG,n02977058,"cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM"
tiny-imagenet-200/val/images/val_5310.JPEG,val_5310.JPEG,n03042490,cliff dwelling
tiny-imagenet-200/val/images/val_5313.JPEG,val_5313.JPEG,n03400231,"frying pan, frypan, skillet"
tiny-imagenet-200/val/images/val_5325.JPEG,val_5325.JPEG,n04251144,snorkel
tiny-imagenet-200/val/images/val_5344.JPEG,val_5344.JPEG,n03970156,"plunger, plumber's helper"
tiny-imagenet-200/val/images/val_5355.JPEG,val_5355.JPEG,n04008634,"projectile, missile"
tiny-imagenet-200/val/images/val_5363.JPEG,val_5363.JPEG,n02917067,"bullet train, bullet"
tiny-imagenet-200/val/images/val_5378.JPEG,val_5378.JPEG,n04456115,torch
tiny-imagenet-200/val/images/val_5383.JPEG,val_5383.JPEG,n02364673,"guinea pig, Cavia cobaya"
tiny-imagenet-200/val/images/val_5403.JPEG,val_5403.JPEG,n03544143,hourglass
tiny-imagenet-200/val/images/val_5409.JPEG,val_5409.JPEG,n02415577,"bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis"
tiny-imagenet-200/val/images/val_5413.JPEG,val_5413.JPEG,n04399382,"teddy, teddy bear"
tiny-imagenet-200/val/images/val_5419.JPEG,val_5419.JPEG,n04259630,sombrero
tiny-imagenet-200/val/images/val_5421.JPEG,val_5421.JPEG,n02486410,baboon
